Date,Cash,Credit,Total,Date,Checker,Actual_total
02/14/12,3782,2092.15,5874.15,Tuesday,TRUE,5874.15
02/15/12,2361,980.17,3341.17,Wednesday,TRUE,3341.17
02/16/12,2061,1143.07,3204.07,Thursday,TRUE,3204.07
02/17/12,3083,1813.51,4896.51,Friday,TRUE,4896.51
02/18/12,3902,2793.4,6695.4,Saturday,TRUE,6695.4
02/19/12,5719,4872.62,10591.62,Sunday,TRUE,10591.62
02/20/12,2340,1061.66,3401.66,Monday,TRUE,3401.66
02/21/12,2294,765.39,3059.39,Tuesday,TRUE,3059.39
02/22/12,2413,811.68,3224.68,Wednesday,TRUE,3224.68
02/23/12,2171,946.44,3117.44,Thursday,TRUE,3117.44
02/24/12,2781,1753.25,4534.25,Friday,TRUE,4534.25
02/25/12,3997,2455.05,6452.05,Saturday,TRUE,6452.05
02/26/12,6442,3550.2,9992.2,Sunday,TRUE,9992.2
02/27/12,1912,1074.23,2986.23,Monday,TRUE,2986.23
02/28/12,2052,743.31,2795.31,Tuesday,TRUE,2795.31
02/29/12,1966,950.12,2916.12,Wednesday,TRUE,2916.12
03/01/12,1867,1121.74,2988.74,Thursday,TRUE,2988.74
03/02/12,3150,1916.43,5066.43,Friday,TRUE,5066.43
03/03/12,3666,3420.8,7086.8,Saturday,TRUE,7086.8
03/04/12,5498,3317.93,8815.93,Sunday,TRUE,8815.93
03/05/12,2275,771,3046,Monday,TRUE,3046
03/06/12,2283,744.21,3027.21,Tuesday,TRUE,3027.21
03/07/12,2039.27,1196.21,3235.48,Wednesday,TRUE,3235.48
03/08/12,2394.2,1269.58,3663.78,Thursday,TRUE,3663.78
03/09/12,2896,1404,4300,Friday,TRUE,4300
03/10/12,4637,2912.87,7549.87,Saturday,TRUE,7549.87
03/11/12,5926,3302.09,9228.09,Sunday,TRUE,9228.09
03/12/12,2414,1133.71,3547.71,Monday,TRUE,3547.71
03/13/12,1840,1065.21,2905.21,Tuesday,TRUE,2905.21
03/14/12,2384,1215.28,3599.28,Wednesday,TRUE,3599.28
03/15/12,2200,959.37,3159.37,Thursday,TRUE,3159.37
03/16/12,3391,1344.71,4735.71,Friday,TRUE,4735.71
03/17/12,3290,1561.82,4851.82,Saturday,TRUE,4851.82
03/18/12,6166,3141.3,9307.3,Sunday,TRUE,9307.3
03/19/12,2384,899.6,3283.6,Monday,TRUE,3283.6
03/20/12,2217,1041.67,3258.67,Tuesday,TRUE,3258.67
03/21/12,2222.62,922.55,3145.17,Wednesday,TRUE,3145.17
03/22/12,2070,793.59,2863.59,Thursday,TRUE,2863.59
03/23/12,3283,1823.27,5106.27,Friday,TRUE,5106.27
03/24/12,4141,2995.78,7136.78,Saturday,TRUE,7136.78
03/25/12,5668,4166.81,9834.81,Sunday,TRUE,9834.81
03/26/12,2498,877.86,3375.86,Monday,TRUE,3375.86
03/27/12,2078,996.01,3074.01,Tuesday,TRUE,3074.01
03/28/12,2478,798.3,3276.3,Wednesday,TRUE,3276.3
03/29/12,2219,1260.82,3479.82,Thursday,TRUE,3479.82
03/30/12,3637,1976.41,5613.41,Friday,TRUE,5613.41
03/31/12,3583,1803.7,5386.7,Saturday,TRUE,5386.7
04/01/12,6510,3204.33,9714.33,Sunday,TRUE,9714.33
04/02/12,2302,1444.68,3746.68,Monday,TRUE,3746.68
04/03/12,2407,919.89,3326.89,Tuesday,TRUE,3326.89
04/04/12,2938.35,1516.21,4454.56,Wednesday,TRUE,4454.56
04/05/12,2901.2,968.46,3869.66,Thursday,TRUE,3869.66
04/06/12,3320,1948.71,5268.71,Friday,TRUE,5268.71
04/07/12,3555,2141.61,5696.61,Saturday,TRUE,5696.61
04/08/12,4415,2690.9,7105.9,Sunday,TRUE,7105.9
04/09/12,2047,1020.88,3067.88,Monday,TRUE,3067.88
04/10/12,2307,807.11,3114.11,Tuesday,TRUE,3114.11
04/11/12,2237,954.28,3191.28,Wednesday,TRUE,3191.28
04/12/12,2777,982.66,3759.66,Thursday,TRUE,3759.66
04/13/12,2740,1402.75,4142.75,Friday,TRUE,4142.75
04/14/12,3902,2416.09,6318.09,Saturday,TRUE,6318.09
04/15/12,5488,4433.89,9921.89,Sunday,TRUE,9921.89
04/16/12,1873,741.25,2614.25,Monday,TRUE,2614.25
04/17/12,1842,902.25,2744.25,Tuesday,TRUE,2744.25
04/18/12,2029.8,814.68,2844.48,Wednesday,TRUE,2844.48
04/19/12,1775,981.76,2756.76,Thursday,TRUE,2756.76
04/20/12,2559,1954.13,4513.13,Friday,TRUE,4513.13
04/21/12,4796,2240.98,7036.98,Saturday,TRUE,7036.98
04/22/12,7003,2855.39,9858.39,Sunday,TRUE,9858.39
04/23/12,1955,933.05,2888.05,Monday,TRUE,2888.05
04/24/12,1996,857.28,2853.28,Tuesday,TRUE,2853.28
04/25/12,2229,1084.11,3313.11,Wednesday,TRUE,3313.11
04/26/12,1996,857.28,2853.28,Thursday,TRUE,2853.28
04/27/12,3169,1452.56,4621.56,Friday,TRUE,4621.56
04/28/12,5298,2210.27,7508.27,Saturday,TRUE,7508.27
04/29/12,5205,3680.57,8885.57,Sunday,TRUE,8885.57
04/30/12,2438,929.31,3367.31,Monday,TRUE,3367.31
05/01/12,3039,1347.44,4386.44,Tuesday,TRUE,4386.44
05/02/12,2267,837.95,3104.95,Wednesday,TRUE,3104.95
05/03/12,1996.2,1749.8,3746,Thursday,TRUE,3746
05/04/12,2986,1308.01,4294.01,Friday,TRUE,4294.01
05/05/12,3995,1903.23,5898.23,Saturday,TRUE,5898.23
05/06/12,6607,3275.58,9882.58,Sunday,TRUE,9882.58
05/07/12,1694,865.75,2559.75,Monday,TRUE,2559.75
05/08/12,2158,1033.76,3191.76,Tuesday,TRUE,3191.76
05/09/12,2033.3,931.78,2965.08,Wednesday,TRUE,2965.08
05/10/12,5443,2508.41,7951.41,Thursday,TRUE,7951.41
05/11/12,2985,1212.09,4197.09,Friday,TRUE,4197.09
05/12/12,3527,2580.12,6107.12,Saturday,TRUE,6107.12
05/13/12,8659,5530.08,14189.08,Sunday,TRUE,14189.08
05/14/12,2045,946.5,2991.5,Monday,TRUE,2991.5
05/15/12,2196,798.01,2994.01,Tuesday,TRUE,2994.01
05/16/12,2140,919.33,3059.33,Wednesday,TRUE,3059.33
05/17/12,2181,706.65,2887.65,Thursday,TRUE,2887.65
05/18/12,3029.65,1707.71,4737.36,Friday,TRUE,4737.36
05/19/12,3753,2089.63,5842.63,Saturday,TRUE,5842.63
05/20/12,5462,3094.43,8556.43,Sunday,TRUE,8556.43
05/21/12,1896,896.08,2792.08,Monday,TRUE,2792.08
05/22/12,1824,733.61,2557.61,Tuesday,TRUE,2557.61
05/23/12,2161.27,1009.35,3170.62,Wednesday,TRUE,3170.62
05/24/12,2067,701.45,2768.45,Thursday,TRUE,2768.45
05/25/12,3012,1618.45,4630.45,Friday,TRUE,4630.45
05/26/12,3523,1245.75,4768.75,Saturday,TRUE,4768.75
05/27/12,5154,3193.35,8347.35,Sunday,TRUE,8347.35
05/28/12,3079,2277.76,5356.76,Monday,TRUE,5356.76
05/29/12,2733,1136.03,3869.03,Tuesday,TRUE,3869.03
05/30/12,2640,1395.58,4035.58,Wednesday,TRUE,4035.58
05/31/12,2453.1,1864.1,4317.2,Thursday,TRUE,4317.2
06/01/12,3854,2117.91,5971.91,Friday,TRUE,5971.91
06/02/12,3530,2982.89,6512.89,Saturday,TRUE,6512.89
06/03/12,5157,2536.7,7693.7,Sunday,TRUE,7693.7
06/04/12,2316,864.22,3180.22,Monday,TRUE,3180.22
06/05/12,1867,844.4,2711.4,Tuesday,TRUE,2711.4
06/06/12,1856,907.29,2763.29,Wednesday,TRUE,2763.29
06/07/12,2292,969.42,3261.42,Thursday,TRUE,3261.42
06/08/12,2612,1469.42,4081.42,Friday,TRUE,4081.42
06/09/12,3230,1974.48,5204.48,Saturday,TRUE,5204.48
06/10/12,7295,3113.99,10408.99,Sunday,TRUE,10408.99
06/11/12,1894,1101.62,2995.62,Monday,TRUE,2995.62
06/12/12,3019,1041.8,4060.8,Tuesday,TRUE,4060.8
06/13/12,2185,842.6,3027.6,Wednesday,TRUE,3027.6
06/14/12,1779,711.51,2490.51,Thursday,TRUE,2490.51
06/15/12,3089,1462.88,4551.88,Friday,TRUE,4551.88
06/16/12,3448,2325.67,5773.67,Saturday,TRUE,5773.67
06/17/12,7755,5089.49,12844.49,Sunday,TRUE,12844.49
06/18/12,1719,1028.7,2747.7,Monday,TRUE,2747.7
06/19/12,2061,921.33,2982.33,Tuesday,TRUE,2982.33
06/20/12,2370,822.22,3192.22,Wednesday,TRUE,3192.22
06/21/12,2126,698.47,2824.47,Thursday,TRUE,2824.47
06/22/12,3158,1686.24,4844.24,Friday,TRUE,4844.24
06/23/12,3468,1903.79,5371.79,Saturday,TRUE,5371.79
06/24/12,5721,2505.41,8226.41,Sunday,TRUE,8226.41
06/25/12,1865,579,2444,Monday,TRUE,2444
06/26/12,1821,867.85,2688.85,Tuesday,TRUE,2688.85
06/27/12,2122,925.2,3047.2,Wednesday,TRUE,3047.2
06/28/12,1774.48,947.47,2721.95,Thursday,TRUE,2721.95
06/29/12,3150,1439.95,4589.95,Friday,TRUE,4589.95
06/30/12,3091,1612.06,4703.06,Saturday,TRUE,4703.06
07/01/12,5089,3064.95,8153.95,Sunday,TRUE,8153.95
07/02/12,2313,645.78,2958.78,Monday,TRUE,2958.78
07/03/12,2592,855.8,3447.8,Tuesday,TRUE,3447.8
07/04/12,3516,1180.24,4696.24,Wednesday,TRUE,4696.24
07/05/12,2047,1316.6,3363.6,Thursday,TRUE,3363.6
07/06/12,2602,1144.63,3746.63,Friday,TRUE,3746.63
07/07/12,3267,1840.2,5107.2,Saturday,TRUE,5107.2
07/08/12,5983,2219.48,8202.48,Sunday,TRUE,8202.48
07/09/12,2354,882.59,3236.59,Monday,TRUE,3236.59
07/10/12,2242,751.99,2993.99,Tuesday,TRUE,2993.99
07/11/12,2230,939.41,3169.41,Wednesday,TRUE,3169.41
07/12/12,2327,905.47,3232.47,Thursday,TRUE,3232.47
07/13/12,2846,1317.64,4163.64,Friday,TRUE,4163.64
07/14/12,3020,2108.46,5128.46,Saturday,TRUE,5128.46
07/15/12,5359,2501.9,7860.9,Sunday,TRUE,7860.9
07/16/12,1949,1014.99,2963.99,Monday,TRUE,2963.99
07/17/12,2218,863.86,3081.86,Tuesday,TRUE,3081.86
07/18/12,2069,857.64,2926.64,Wednesday,TRUE,2926.64
07/19/12,2441,1123.85,3564.85,Thursday,TRUE,3564.85
07/20/12,3363,2020.8,5383.8,Friday,TRUE,5383.8
07/21/12,3550,2056.41,5606.41,Saturday,TRUE,5606.41
07/22/12,5819,3627.37,9446.37,Sunday,TRUE,9446.37
07/23/12,2462,1123.29,3585.29,Monday,TRUE,3585.29
07/24/12,1981,1085.54,3066.54,Tuesday,TRUE,3066.54
07/25/12,2716,1357.6,4073.6,Wednesday,TRUE,4073.6
07/26/12,2129.2,821.86,2951.06,Thursday,TRUE,2951.06
07/27/12,3112,1650.53,4762.53,Friday,TRUE,4762.53
07/28/12,3631,2097.87,5728.87,Saturday,TRUE,5728.87
07/29/12,6684,3195.97,9879.97,Sunday,TRUE,9879.97
07/30/12,1741,1473.08,3214.08,Monday,TRUE,3214.08
07/31/12,1914,858.46,2772.46,Tuesday,TRUE,2772.46
08/01/12,2342,1509.68,3851.68,Wednesday,TRUE,3851.68
08/02/12,2140,926.49,3066.49,Thursday,TRUE,3066.49
08/03/12,3680,1738.73,5418.73,Friday,TRUE,5418.73
08/04/12,3630,2346.63,5976.63,Saturday,TRUE,5976.63
08/05/12,6362,2598.25,8960.25,Sunday,TRUE,8960.25
08/06/12,1847,705.33,2552.33,Monday,TRUE,2552.33
08/07/12,2526,627.33,3153.33,Tuesday,TRUE,3153.33
08/08/12,2098,930.79,3028.79,Wednesday,TRUE,3028.79
08/09/12,2438,1001.39,3439.39,Thursday,TRUE,3439.39
08/10/12,2133,1339.31,3472.31,Friday,TRUE,3472.31
08/11/12,3107,2046.85,5153.85,Saturday,TRUE,5153.85
08/12/12,5087,2657.9,7744.9,Sunday,TRUE,7744.9
08/13/12,1844,870.02,2714.02,Monday,TRUE,2714.02
08/14/12,2334,1067.11,3401.11,Tuesday,TRUE,3401.11
08/15/12,1891,1147.82,3038.82,Wednesday,TRUE,3038.82
08/16/12,1892,1102.66,2994.66,Thursday,TRUE,2994.66
08/17/12,3158,2172.86,5330.86,Friday,TRUE,5330.86
08/18/12,3805,1990.87,5795.87,Saturday,TRUE,5795.87
08/19/12,6500,3767.88,10267.88,Sunday,TRUE,10267.88
08/20/12,2204,831.24,3035.24,Monday,TRUE,3035.24
08/21/12,1687,715.48,2402.48,Tuesday,TRUE,2402.48
08/22/12,2028,743.39,2771.39,Wednesday,TRUE,2771.39
08/23/12,2100,981.27,3081.27,Thursday,TRUE,3081.27
08/24/12,2844,1538.23,4382.23,Friday,TRUE,4382.23
08/25/12,3623,2413.39,6036.39,Saturday,TRUE,6036.39
08/26/12,5640,3755.83,9395.83,Sunday,TRUE,9395.83
08/27/12,1519,1081.39,2600.39,Monday,TRUE,2600.39
08/28/12,2269,645.1,2914.1,Tuesday,TRUE,2914.1
08/29/12,1859,764.32,2623.32,Wednesday,TRUE,2623.32
08/30/12,1777,946.3,2723.3,Thursday,TRUE,2723.3
08/31/12,2843,1769.38,4612.38,Friday,TRUE,4612.38
09/01/12,3501,2308.21,5809.21,Saturday,TRUE,5809.21
09/02/12,6157,2499.35,8656.35,Sunday,TRUE,8656.35
09/03/12,2756,2099.56,4855.56,Monday,TRUE,4855.56
09/04/12,1985,1043.7,3028.7,Tuesday,TRUE,3028.7
09/05/12,2773,636.85,3409.85,Wednesday,TRUE,3409.85
09/06/12,1830,1047.98,2877.98,Thursday,TRUE,2877.98
09/07/12,2338,1188.05,3526.05,Friday,TRUE,3526.05
09/08/12,3387,1611.55,4998.55,Saturday,TRUE,4998.55
09/09/12,5024,3113.76,8137.76,Sunday,TRUE,8137.76
09/10/12,2108,603.68,2711.68,Monday,TRUE,2711.68
09/11/12,2155,815.31,2970.31,Tuesday,TRUE,2970.31
09/12/12,1487,554.52,2041.52,Wednesday,TRUE,2041.52
09/13/12,1801,826.51,2627.51,Thursday,TRUE,2627.51
09/14/12,2160,1689.78,3849.78,Friday,TRUE,3849.78
09/15/12,3327,2354.72,5681.72,Saturday,TRUE,5681.72
09/16/12,4363,2964.78,7327.78,Sunday,TRUE,7327.78
09/17/12,2163,1030.36,3193.36,Monday,TRUE,3193.36
09/18/12,1443,920.41,2363.41,Tuesday,TRUE,2363.41
09/19/12,1902,954.09,2856.09,Wednesday,TRUE,2856.09
09/20/12,1875.2,860.02,2735.22,Thursday,TRUE,2735.22
09/21/12,2963,1209.76,4172.76,Friday,TRUE,4172.76
09/22/12,4020,4466.47,8486.47,Saturday,TRUE,8486.47
09/23/12,5526,3324.84,8850.84,Sunday,TRUE,8850.84
09/24/12,1528,1494.95,3022.95,Monday,TRUE,3022.95
09/25/12,1780,1152.87,2932.87,Tuesday,TRUE,2932.87
09/26/12,1971,757.17,2728.17,Wednesday,TRUE,2728.17
09/27/12,2268,931.81,3199.81,Thursday,TRUE,3199.81
09/28/12,2898,1546.55,4444.55,Friday,TRUE,4444.55
09/29/12,3887,1600.58,5487.58,Saturday,TRUE,5487.58
09/30/12,6053,2189.42,8242.42,Sunday,TRUE,8242.42
10/01/12,1735,994.8,2729.8,Monday,TRUE,2729.8
10/02/12,1583,684.65,2267.65,Tuesday,TRUE,2267.65
10/03/12,2414,1084.79,3498.79,Wednesday,TRUE,3498.79
10/04/12,2487,907.38,3394.38,Thursday,TRUE,3394.38
10/05/12,2421,1365.33,3786.33,Friday,TRUE,3786.33
10/06/12,3940,2423.98,6363.98,Saturday,TRUE,6363.98
10/07/12,6037,3877.17,9914.17,Sunday,TRUE,9914.17
10/08/12,1806,736.64,2542.64,Monday,TRUE,2542.64
10/09/12,1662,746.91,2408.91,Tuesday,TRUE,2408.91
10/10/12,1913,1506.64,3419.64,Wednesday,TRUE,3419.64
10/11/12,1655,644.04,2299.04,Thursday,TRUE,2299.04
10/12/12,2586,1280.88,3866.88,Friday,TRUE,3866.88
10/13/12,3817,2641.5,6458.5,Saturday,TRUE,6458.5
10/14/12,5448,2717.87,8165.87,Sunday,TRUE,8165.87
10/15/12,1784,627.72,2411.72,Monday,TRUE,2411.72
10/16/12,1906,775.88,2681.88,Tuesday,TRUE,2681.88
10/17/12,2067,904.25,2971.25,Wednesday,TRUE,2971.25
10/18/12,2266.2,669.82,2936.02,Thursday,TRUE,2936.02
10/19/12,1701,1369.6,3070.6,Friday,TRUE,3070.6
10/20/12,3440,1748.73,5188.73,Saturday,TRUE,5188.73
10/21/12,5254,3122.26,8376.26,Sunday,TRUE,8376.26
10/22/12,1900,557.39,2457.39,Monday,TRUE,2457.39
10/23/12,3224,1038.1,4262.1,Tuesday,TRUE,4262.1
10/24/12,1940,572.35,2512.35,Wednesday,TRUE,2512.35
10/25/12,1838,932.08,2770.08,Thursday,TRUE,2770.08
10/26/12,2035,969.17,3004.17,Friday,TRUE,3004.17
10/27/12,4364,2018.26,6382.26,Saturday,TRUE,6382.26
10/28/12,5754,2955.41,8709.41,Sunday,TRUE,8709.41
10/29/12,1694,567.51,2261.51,Monday,TRUE,2261.51
10/30/12,1503,722.28,2225.28,Tuesday,TRUE,2225.28
10/31/12,1989,458.28,2447.28,Wednesday,TRUE,2447.28
11/01/12,2065,921.32,2986.32,Thursday,TRUE,2986.32
11/02/12,3156,1809.31,4965.31,Friday,TRUE,4965.31
11/03/12,3237,2606.31,5843.31,Saturday,TRUE,5843.31
11/04/12,6736,3869.43,10605.43,Sunday,TRUE,10605.43
11/05/12,1898,740.2,2638.2,Monday,TRUE,2638.2
11/06/12,1353,861.78,2214.78,Tuesday,TRUE,2214.78
11/07/12,2105,860.4,2965.4,Wednesday,TRUE,2965.4
11/08/12,1821,708.14,2529.14,Thursday,TRUE,2529.14
11/09/12,2663,1727.23,4390.23,Friday,TRUE,4390.23
11/10/12,3103,1493.36,4596.36,Saturday,TRUE,4596.36
11/11/12,6482,2542.44,9024.44,Sunday,TRUE,9024.44
11/12/12,1724,1192.37,2916.37,Monday,TRUE,2916.37
11/13/12,1797,527.39,2324.39,Tuesday,TRUE,2324.39
11/14/12,1937,1008.63,2945.63,Wednesday,TRUE,2945.63
11/15/12,1446,675.98,2121.98,Thursday,TRUE,2121.98
11/16/12,2641,1192.98,3833.98,Friday,TRUE,3833.98
11/17/12,3961,2440.85,6401.85,Saturday,TRUE,6401.85
11/18/12,5434,3113.62,8547.62,Sunday,TRUE,8547.62
11/19/12,2159,901.75,3060.75,Monday,TRUE,3060.75
11/20/12,1918,875.15,2793.15,Tuesday,TRUE,2793.15
11/21/12,2802,1074.01,3876.01,Wednesday,TRUE,3876.01
11/22/12,1367,357.66,1724.66,Thursday,TRUE,1724.66
11/23/12,2433,1196.03,3629.03,Friday,TRUE,3629.03
11/24/12,3169,2143.98,5312.98,Saturday,TRUE,5312.98
11/25/12,5133,3091.16,8224.16,Sunday,TRUE,8224.16
11/26/12,1936,685.12,2621.12,Monday,TRUE,2621.12
11/27/12,1881,672.52,2553.52,Tuesday,TRUE,2553.52
11/28/12,2265,671.81,2936.81,Wednesday,TRUE,2936.81
11/29/12,1423,807.17,2230.17,Thursday,TRUE,2230.17
11/30/12,2046,1751.25,3797.25,Friday,TRUE,3797.25
12/01/12,3900,1861.87,5761.87,Saturday,TRUE,5761.87
12/02/12,4884,3232.4,8116.4,Sunday,TRUE,8116.4
12/03/12,2144,1009.55,3153.55,Monday,TRUE,3153.55
12/04/12,2296,1018.81,3314.81,Tuesday,TRUE,3314.81
12/05/12,2581,1096.28,3677.28,Wednesday,TRUE,3677.28
12/06/12,2350,982.71,3332.71,Thursday,TRUE,3332.71
12/07/12,3097,1585.39,4682.39,Friday,TRUE,4682.39
12/08/12,2999,1753.49,4752.49,Saturday,TRUE,4752.49
12/09/12,6425,3613.74,10038.74,Sunday,TRUE,10038.74
12/10/12,1891,751.5,2642.5,Monday,TRUE,2642.5
12/11/12,2356,687.95,3043.95,Tuesday,TRUE,3043.95
12/12/12,2401,943.86,3344.86,Wednesday,TRUE,3344.86
12/13/12,2137,822.17,2959.17,Thursday,TRUE,2959.17
12/14/12,2286,1238.92,3524.92,Friday,TRUE,3524.92
12/15/12,3565,2175.48,5740.48,Saturday,TRUE,5740.48
12/16/12,6325,3688.51,10013.51,Sunday,TRUE,10013.51
12/17/12,2166,1076.2,3242.2,Monday,TRUE,3242.2
12/18/12,2612,887.23,3499.23,Tuesday,TRUE,3499.23
12/19/12,2109,872.36,2981.36,Wednesday,TRUE,2981.36
12/20/12,2784,1287.27,4071.27,Thursday,TRUE,4071.27
12/21/12,3833,1657.5,5490.5,Friday,TRUE,5490.5
12/22/12,5287,1679.31,6966.31,Saturday,TRUE,6966.31
12/23/12,5157,2545.6,7702.6,Sunday,TRUE,7702.6
12/24/12,1182,746.13,1928.13,Monday,TRUE,1928.13
12/25/12,1651,1172.76,2823.76,Tuesday,TRUE,2823.76
12/26/12,2449,1470.63,3919.63,Wednesday,TRUE,3919.63
12/27/12,2614,943.08,3557.08,Thursday,TRUE,3557.08
12/28/12,2926,1733.2,4659.2,Friday,TRUE,4659.2
12/29/12,4863,1190.43,6053.43,Saturday,TRUE,6053.43
12/30/12,5201,2899.6,8100.6,Sunday,TRUE,8100.6
12/31/12,1197,1241.59,2438.59,Monday,TRUE,2438.59
01/01/13,2315,1546.22,3861.22,Tuesday,TRUE,3861.22
01/02/13,2466,1271.25,3737.25,Wednesday,TRUE,3737.25
01/03/13,2773,848.64,3621.64,Thursday,TRUE,3621.64
01/04/13,3136,1464.45,4600.45,Friday,TRUE,4600.45
01/05/13,3777,2217.93,5994.93,Saturday,TRUE,5994.93
01/06/13,5336,2275.25,7611.25,Sunday,TRUE,7611.25
01/07/13,2020,899.53,2919.53,Monday,TRUE,2919.53
01/08/13,1836,678.57,2514.57,Tuesday,TRUE,2514.57
01/09/13,2143,1090.29,3233.29,Wednesday,TRUE,3233.29
01/10/13,1911,926.58,2837.58,Thursday,TRUE,2837.58
01/11/13,2832,1697.06,4529.06,Friday,TRUE,4529.06
01/12/13,3798,2254.45,6052.45,Saturday,TRUE,6052.45
01/13/13,6336,3500.87,9836.87,Sunday,TRUE,9836.87
01/14/13,2249,652.42,2901.42,Monday,TRUE,2901.42
01/15/13,1984,688.54,2672.54,Tuesday,TRUE,2672.54
01/16/13,1943,706.95,2649.95,Wednesday,TRUE,2649.95
01/17/13,2056,863.75,2919.75,Thursday,TRUE,2919.75
01/18/13,2969,1257.48,4226.48,Friday,TRUE,4226.48
01/19/13,3372,1484.27,4856.27,Saturday,TRUE,4856.27
01/20/13,4978,3597.5,8575.5,Sunday,TRUE,8575.5
01/21/13,1747,954.54,2701.54,Monday,TRUE,2701.54
01/22/13,1708,481.15,2189.15,Tuesday,TRUE,2189.15
01/23/13,2278,867.14,3145.14,Wednesday,TRUE,3145.14
01/24/13,1744,689.79,2433.79,Thursday,TRUE,2433.79
01/25/13,2683,1510.66,4193.66,Friday,TRUE,4193.66
01/26/13,3133,1953.65,5086.65,Saturday,TRUE,5086.65
01/27/13,6301,3424.87,9725.87,Sunday,TRUE,9725.87
01/28/13,1632,1763.42,3395.42,Monday,TRUE,3395.42
01/29/13,1640,898.66,2538.66,Tuesday,TRUE,2538.66
01/30/13,1682,993.45,2675.45,Wednesday,TRUE,2675.45
01/31/13,2184,1007.28,3191.28,Thursday,TRUE,3191.28
02/01/13,2761,2125.14,4886.14,Friday,TRUE,4886.14
02/02/13,5211,1778.56,6989.56,Saturday,TRUE,6989.56
02/03/13,5182,2077.25,7259.25,Sunday,TRUE,7259.25
02/04/13,2612,1167.86,3779.86,Monday,TRUE,3779.86
02/05/13,1765,929.01,2694.01,Tuesday,TRUE,2694.01
02/06/13,2000,974.47,2974.47,Wednesday,TRUE,2974.47
02/07/13,2443,1068.7,3511.7,Thursday,TRUE,3511.7
02/08/13,2303,1935.47,4238.47,Friday,TRUE,4238.47
02/09/13,4045,2254.48,6299.48,Saturday,TRUE,6299.48
02/10/13,6607,4435.8,11042.8,Sunday,TRUE,11042.8
02/11/13,2081,689.8,2770.8,Monday,TRUE,2770.8
02/12/13,2393,1231.92,3624.92,Tuesday,TRUE,3624.92
02/13/13,2488,1151.65,3639.65,Wednesday,TRUE,3639.65
02/14/13,4472,2281.7,6753.7,Thursday,TRUE,6753.7
02/15/13,3412,2604.02,6016.02,Friday,TRUE,6016.02
02/16/13,3668,2239.04,5907.04,Saturday,TRUE,5907.04
02/17/13,6432,4536.85,10968.85,Sunday,TRUE,10968.85
02/18/13,2161,1984.73,4145.73,Monday,TRUE,4145.73
02/19/13,1741,700.74,2441.74,Tuesday,TRUE,2441.74
02/20/13,2120,912.81,3032.81,Wednesday,TRUE,3032.81
02/21/13,2203,1119.7,3322.7,Thursday,TRUE,3322.7
02/22/13,3187,1740.07,4927.07,Friday,TRUE,4927.07
02/23/13,3637,1773.05,5410.05,Saturday,TRUE,5410.05
02/24/13,7469,3805.31,11274.31,Sunday,TRUE,11274.31
02/25/13,1667,1052.13,2719.13,Monday,TRUE,2719.13
02/26/13,1803,854.37,2657.37,Tuesday,TRUE,2657.37
02/27/13,2144,1206.58,3350.58,Wednesday,TRUE,3350.58
02/28/13,2718,1072.84,3790.84,Thursday,TRUE,3790.84
03/01/13,3788,2113.14,5901.14,Friday,TRUE,5901.14
03/02/13,3897,2703.33,6600.33,Saturday,TRUE,6600.33
03/03/13,6595,4005.24,10600.24,Sunday,TRUE,10600.24
03/04/13,2260,836.94,3096.94,Monday,TRUE,3096.94
03/05/13,2090,1049.41,3139.41,Tuesday,TRUE,3139.41
03/06/13,2166,1236.51,3402.51,Wednesday,TRUE,3402.51
03/07/13,2015,820.67,2835.67,Thursday,TRUE,2835.67
03/08/13,2896,1875.63,4771.63,Friday,TRUE,4771.63
03/09/13,4466,2046.22,6512.22,Saturday,TRUE,6512.22
03/10/13,7215,5166.01,12381.01,Sunday,TRUE,12381.01
03/11/13,2035,901.9,2936.9,Monday,TRUE,2936.9
03/12/13,1852,1177.58,3029.58,Tuesday,TRUE,3029.58
03/13/13,2736,786.89,3522.89,Wednesday,TRUE,3522.89
03/14/13,2193,994,3187,Thursday,TRUE,3187
03/15/13,4061,2083.32,6144.32,Friday,TRUE,6144.32
03/16/13,3810,3676.26,7486.26,Saturday,TRUE,7486.26
03/17/13,7634,3682.19,11316.19,Sunday,TRUE,11316.19
03/18/13,3041,1073.73,4114.73,Monday,TRUE,4114.73
03/19/13,1742,1026.38,2768.38,Tuesday,TRUE,2768.38
03/20/13,2324,1589.42,3913.42,Wednesday,TRUE,3913.42
03/21/13,2101,1039.01,3140.01,Thursday,TRUE,3140.01
03/22/13,3020,1632.2,4652.2,Friday,TRUE,4652.2
03/23/13,3857,2858.75,6715.75,Saturday,TRUE,6715.75
03/24/13,8695,3727.56,12422.56,Sunday,TRUE,12422.56
03/25/13,1939,1054.88,2993.88,Monday,TRUE,2993.88
03/26/13,2261,871.27,3132.27,Tuesday,TRUE,3132.27
03/27/13,2821,1198.83,4019.83,Wednesday,TRUE,4019.83
03/28/13,3329,1394.02,4723.02,Thursday,TRUE,4723.02
03/29/13,3075,2162.81,5237.81,Friday,TRUE,5237.81
03/30/13,4406,2270.77,6676.77,Saturday,TRUE,6676.77
03/31/13,5548,4109.98,9657.98,Sunday,TRUE,9657.98
04/01/13,1829,1088.2,2917.2,Monday,TRUE,2917.2
04/02/13,2322,1542.15,3864.15,Tuesday,TRUE,3864.15
04/03/13,2371,697,3068,Wednesday,TRUE,3068
