Date,Cash,Credit,Total,Date,Checker,Actual_total
04/04/13,2357,1371.81,3728.81,Thursday,TRUE,3728.81
04/05/13,3491,2170.21,5661.21,Friday,TRUE,5661.21
04/06/13,3829,1898.99,5727.99,Saturday,TRUE,5727.99
04/07/13,6372,2909.45,9281.45,Sunday,TRUE,9281.45
04/08/13,1766,967.13,2733.13,Monday,TRUE,2733.13
04/09/13,1866,1386.23,3252.23,Tuesday,TRUE,3252.23
04/10/13,2404,987.85,3391.85,Wednesday,TRUE,3391.85
04/11/13,2346,989.94,3335.94,Thursday,TRUE,3335.94
04/12/13,2882,2050.57,4932.57,Friday,TRUE,4932.57
04/13/13,3566,2547.99,6113.99,Saturday,TRUE,6113.99
04/14/13,6290,4455.91,10745.91,Sunday,TRUE,10745.91
04/15/13,2260,755.65,3015.65,Monday,TRUE,3015.65
04/16/13,1868,898.94,2766.94,Tuesday,TRUE,2766.94
04/17/13,2405,1083.44,3488.44,Wednesday,TRUE,3488.44
04/18/13,1944,1139.06,3083.06,Thursday,TRUE,3083.06
04/19/13,3233,1652.76,4885.76,Friday,TRUE,4885.76
04/20/13,3615,2233.27,5848.27,Saturday,TRUE,5848.27
04/21/13,6605,3773.14,10378.14,Sunday,TRUE,10378.14
04/22/13,2282,1002.45,3284.45,Monday,TRUE,3284.45
04/23/13,2062,1046.07,3108.07,Tuesday,TRUE,3108.07
04/24/13,2281,931.38,3212.38,Wednesday,TRUE,3212.38
04/25/13,2174,1249.63,3423.63,Thursday,TRUE,3423.63
04/26/13,3091,1789.54,4880.54,Friday,TRUE,4880.54
04/27/13,3531,2172.93,5703.93,Saturday,TRUE,5703.93
04/28/13,6474,3552.61,10026.61,Sunday,TRUE,10026.61
04/29/13,1811,657.57,2468.57,Monday,TRUE,2468.57
04/30/13,2586,823.22,3409.22,Tuesday,TRUE,3409.22
05/01/13,2596,1080.07,3676.07,Wednesday,TRUE,3676.07
05/02/13,2050,1273.93,3323.93,Thursday,TRUE,3323.93
05/03/13,3227,1612.33,4839.33,Friday,TRUE,4839.33
05/04/13,1851,1146.99,2997.99,Saturday,TRUE,2997.99
05/05/13,6352,3638.74,9990.74,Sunday,TRUE,9990.74
05/06/13,2080,682.57,2762.57,Monday,TRUE,2762.57
05/07/13,3351,2352.34,5703.34,Tuesday,TRUE,5703.34
05/08/13,1945,1008.69,2953.69,Wednesday,TRUE,2953.69
05/09/13,2399,1177.7,3576.7,Thursday,TRUE,3576.7
05/10/13,6274,4108.09,10382.09,Friday,TRUE,10382.09
05/11/13,4631,2829.88,7460.88,Saturday,TRUE,7460.88
05/12/13,8368,5492.72,13860.72,Sunday,TRUE,13860.72
05/13/13,1774,902.51,2676.51,Monday,TRUE,2676.51
05/14/13,1805,542.07,2347.07,Tuesday,TRUE,2347.07
05/15/13,2735,1305.52,4040.52,Wednesday,TRUE,4040.52
05/16/13,2089,1271.12,3360.12,Thursday,TRUE,3360.12
05/17/13,2491,1787.08,4278.08,Friday,TRUE,4278.08
05/18/13,3459,2178.58,5637.58,Saturday,TRUE,5637.58
05/19/13,6737,3683.62,10420.62,Sunday,TRUE,10420.62
05/20/13,1717,733.62,2450.62,Monday,TRUE,2450.62
05/21/13,2055,854.49,2909.49,Tuesday,TRUE,2909.49
05/22/13,2492,451.32,2943.32,Wednesday,TRUE,2943.32
05/23/13,2452,1179.63,3631.63,Thursday,TRUE,3631.63
05/24/13,2554,1474.75,4028.75,Friday,TRUE,4028.75
05/25/13,3412,3023.93,6435.93,Saturday,TRUE,6435.93
05/26/13,4860,2957.43,7817.43,Sunday,TRUE,7817.43
05/27/13,2549,1630.28,4179.28,Monday,TRUE,4179.28
05/28/13,1756,686.58,2442.58,Tuesday,TRUE,2442.58
05/29/13,2202,1223.77,3425.77,Wednesday,TRUE,3425.77
05/30/13,2020,971.65,2991.65,Thursday,TRUE,2991.65
05/31/13,2385,1896.97,4281.97,Friday,TRUE,4281.97
06/01/13,3416,2133.89,5549.89,Saturday,TRUE,5549.89
06/02/13,7589,3667.72,11256.72,Sunday,TRUE,11256.72
06/03/13,1987,900.29,2887.29,Monday,TRUE,2887.29
06/04/13,2904,1369.93,4273.93,Tuesday,TRUE,4273.93
06/05/13,2929,1894.21,4823.21,Wednesday,TRUE,4823.21
06/06/13,3077,2362.39,5439.39,Thursday,TRUE,5439.39
06/07/13,3007,2055.29,5062.29,Friday,TRUE,5062.29
06/08/13,3974,1935.26,5909.26,Saturday,TRUE,5909.26
06/09/13,6368,4546,10914,Sunday,TRUE,10914
06/10/13,2134,1335.83,3469.83,Monday,TRUE,3469.83
06/11/13,2692,1432.78,4124.78,Tuesday,TRUE,4124.78
06/12/13,2092,1063.18,3155.18,Wednesday,TRUE,3155.18
06/13/13,2304,1155.84,3459.84,Thursday,TRUE,3459.84
06/14/13,2216,1731.53,3947.53,Friday,TRUE,3947.53
06/15/13,3639,1469.63,5108.63,Saturday,TRUE,5108.63
06/16/13,7526,5392.64,12918.64,Sunday,TRUE,12918.64
06/17/13,2324,1624.77,3948.77,Monday,TRUE,3948.77
06/18/13,1817,974.4,2791.4,Tuesday,TRUE,2791.4
06/19/13,1846,777.66,2623.66,Wednesday,TRUE,2623.66
06/20/13,2192,1117.91,3309.91,Thursday,TRUE,3309.91
06/21/13,2981,1772.76,4753.76,Friday,TRUE,4753.76
06/22/13,3675,2487.85,6162.85,Saturday,TRUE,6162.85
06/23/13,5777,3722.88,9499.88,Sunday,TRUE,9499.88
06/24/13,2283,988.56,3271.56,Monday,TRUE,3271.56
06/25/13,2216,1056.51,3272.51,Tuesday,TRUE,3272.51
06/26/13,2030,987.19,3017.19,Wednesday,TRUE,3017.19
06/27/13,2729,1851.61,4580.61,Thursday,TRUE,4580.61
06/28/13,2636,765.17,3401.17,Friday,TRUE,3401.17
06/29/13,2962,2190.73,5152.73,Saturday,TRUE,5152.73
06/30/13,4926,2661.92,7587.92,Sunday,TRUE,7587.92
07/01/13,1934,917.32,2851.32,Monday,TRUE,2851.32
07/02/13,2002,924.1,2926.1,Tuesday,TRUE,2926.1
07/03/13,2891,1395.09,4286.09,Wednesday,TRUE,4286.09
07/04/13,2721,1875.97,4596.97,Thursday,TRUE,4596.97
07/05/13,3174,1762.29,4936.29,Friday,TRUE,4936.29
07/06/13,3335,1710.77,5045.77,Saturday,TRUE,5045.77
07/07/13,5857,4126.96,9983.96,Sunday,TRUE,9983.96
07/08/13,2004,846.75,2850.75,Monday,TRUE,2850.75
07/09/13,2060,1046.28,3106.28,Tuesday,TRUE,3106.28
07/10/13,2149,1042.46,3191.46,Wednesday,TRUE,3191.46
07/11/13,2064,912.64,2976.64,Thursday,TRUE,2976.64
07/12/13,2568,1428.34,3996.34,Friday,TRUE,3996.34
07/13/13,3456,3289,6745,Saturday,TRUE,6745
07/14/13,4987,3650.76,8637.76,Sunday,TRUE,8637.76
07/15/13,1648,950.07,2598.07,Monday,TRUE,2598.07
07/16/13,2157,1023.75,3180.75,Tuesday,TRUE,3180.75
07/17/13,2493,1061.99,3554.99,Wednesday,TRUE,3554.99
07/18/13,2458,1043.28,3501.28,Thursday,TRUE,3501.28
07/19/13,2598,1471.89,4069.89,Friday,TRUE,4069.89
07/20/13,3696,1546.42,5242.42,Saturday,TRUE,5242.42
07/21/13,8104,3043.37,11147.37,Sunday,TRUE,11147.37
07/22/13,2363,1380.57,3743.57,Monday,TRUE,3743.57
07/23/13,2497,1229.76,3726.76,Tuesday,TRUE,3726.76
07/24/13,2418,1206.06,3624.06,Wednesday,TRUE,3624.06
07/25/13,2423,1167.89,3590.89,Thursday,TRUE,3590.89
07/26/13,3080,1628.68,4708.68,Friday,TRUE,4708.68
07/27/13,3260,1939.86,5199.86,Saturday,TRUE,5199.86
07/28/13,6262,2932.94,9194.94,Sunday,TRUE,9194.94
07/29/13,2001,698.32,2699.32,Monday,TRUE,2699.32
07/30/13,2126,1014.9,3140.9,Tuesday,TRUE,3140.9
07/31/13,2416,986.8,3402.8,Wednesday,TRUE,3402.8
08/01/13,2459,1032.19,3491.19,Thursday,TRUE,3491.19
08/02/13,3371,1547.25,4918.25,Friday,TRUE,4918.25
08/03/13,3608,2263.78,5871.78,Saturday,TRUE,5871.78
08/04/13,5620,4566.18,10186.18,Sunday,TRUE,10186.18
08/05/13,2044,951.45,2995.45,Monday,TRUE,2995.45
08/06/13,2195,818.75,3013.75,Tuesday,TRUE,3013.75
08/07/13,2537,1114.23,3651.23,Wednesday,TRUE,3651.23
08/08/13,2281,1177.65,3458.65,Thursday,TRUE,3458.65
08/09/13,2737,1529.51,4266.51,Friday,TRUE,4266.51
08/10/13,3308,2299.65,5607.65,Saturday,TRUE,5607.65
08/11/13,6127,3630.11,9757.11,Sunday,TRUE,9757.11
08/12/13,2079,835.89,2914.89,Monday,TRUE,2914.89
08/13/13,1794,755.42,2549.42,Tuesday,TRUE,2549.42
08/14/13,2438,1034.62,3472.62,Wednesday,TRUE,3472.62
08/15/13,2276,916.32,3192.32,Thursday,TRUE,3192.32
08/16/13,2834,1905.39,4739.39,Friday,TRUE,4739.39
08/17/13,3742,2632.25,6374.25,Saturday,TRUE,6374.25
08/18/13,6054,4189.29,10243.29,Sunday,TRUE,10243.29
08/19/13,1751,872.06,2623.06,Monday,TRUE,2623.06
08/20/13,2011,1060.99,3071.99,Tuesday,TRUE,3071.99
08/21/13,2489,763.27,3252.27,Wednesday,TRUE,3252.27
08/22/13,1771,1006.46,2777.46,Thursday,TRUE,2777.46
08/23/13,2922,1856.36,4778.36,Friday,TRUE,4778.36
08/24/13,3176,1882.42,5058.42,Saturday,TRUE,5058.42
08/25/13,5123,3624.78,8747.78,Sunday,TRUE,8747.78
08/26/13,2016,839.79,2855.79,Monday,TRUE,2855.79
08/27/13,1555,845.02,2400.02,Tuesday,TRUE,2400.02
08/28/13,1959,793.45,2752.45,Wednesday,TRUE,2752.45
08/29/13,1982,817.19,2799.19,Thursday,TRUE,2799.19
08/30/13,2739,2048.54,4787.54,Friday,TRUE,4787.54
08/31/13,3279,1919.91,5198.91,Saturday,TRUE,5198.91
09/01/13,6603,1364.97,7967.97,Sunday,TRUE,7967.97
09/02/13,2952,1769.14,4721.14,Monday,TRUE,4721.14
09/03/13,2025,978.39,3003.39,Tuesday,TRUE,3003.39
09/04/13,1985,859.62,2844.62,Wednesday,TRUE,2844.62
09/05/13,2086,840.03,2926.03,Thursday,TRUE,2926.03
09/06/13,2294,1423.36,3717.36,Friday,TRUE,3717.36
09/07/13,3895,1604.02,5499.02,Saturday,TRUE,5499.02
09/08/13,5729,3307.22,9036.22,Sunday,TRUE,9036.22
09/09/13,1641,712.58,2353.58,Monday,TRUE,2353.58
09/10/13,1802,826.7,2628.7,Tuesday,TRUE,2628.7
09/11/13,2016,1061.88,3077.88,Wednesday,TRUE,3077.88
09/12/13,1888,904.37,2792.37,Thursday,TRUE,2792.37
09/13/13,2470,1424.75,3894.75,Friday,TRUE,3894.75
09/14/13,2871,1294.16,4165.16,Saturday,TRUE,4165.16
09/15/13,5131,2717.84,7848.84,Sunday,TRUE,7848.84
09/16/13,2544,909.98,3453.98,Monday,TRUE,3453.98
09/17/13,1602,818.89,2420.89,Tuesday,TRUE,2420.89
09/18/13,1544,782.87,2326.87,Wednesday,TRUE,2326.87
09/19/13,1737,908.86,2645.86,Thursday,TRUE,2645.86
09/20/13,2314,1190.26,3504.26,Friday,TRUE,3504.26
09/21/13,3524,1815.88,5339.88,Saturday,TRUE,5339.88
09/22/13,6292,4344.24,10636.24,Sunday,TRUE,10636.24
09/23/13,1559,827.47,2386.47,Monday,TRUE,2386.47
09/24/13,1884,941.21,2825.21,Tuesday,TRUE,2825.21
09/25/13,1807,600.87,2407.87,Wednesday,TRUE,2407.87
09/26/13,1917,842.76,2759.76,Thursday,TRUE,2759.76
09/27/13,2768,1748.24,4516.24,Friday,TRUE,4516.24
09/28/13,3025,2360.52,5385.52,Saturday,TRUE,5385.52
09/29/13,5049,2932.86,7981.86,Sunday,TRUE,7981.86
09/30/13,2051,994.46,3045.46,Monday,TRUE,3045.46
10/01/13,2012,1141.26,3153.26,Tuesday,TRUE,3153.26
10/02/13,2186,871.6,3057.6,Wednesday,TRUE,3057.6
10/03/13,2027,756.96,2783.96,Thursday,TRUE,2783.96
10/04/13,2530,1914.8,4444.8,Friday,TRUE,4444.8
10/05/13,3342,1681.79,5023.79,Saturday,TRUE,5023.79
10/06/13,6605,2906.67,9511.67,Sunday,TRUE,9511.67
10/07/13,1826,645.08,2471.08,Monday,TRUE,2471.08
10/08/13,1883,694.79,2577.79,Tuesday,TRUE,2577.79
10/09/13,1731,752.78,2483.78,Wednesday,TRUE,2483.78
10/10/13,2127,1045.51,3172.51,Thursday,TRUE,3172.51
10/11/13,1989,1169.36,3158.36,Friday,TRUE,3158.36
10/12/13,3724,1284.57,5008.57,Saturday,TRUE,5008.57
10/13/13,5946,3270.98,9216.98,Sunday,TRUE,9216.98
10/14/13,1626,964.22,2590.22,Monday,TRUE,2590.22
10/15/13,1836,527.01,2363.01,Tuesday,TRUE,2363.01
10/16/13,1476,799.49,2275.49,Wednesday,TRUE,2275.49
10/17/13,1884,1122.13,3006.13,Thursday,TRUE,3006.13
10/18/13,2409,1685.79,4094.79,Friday,TRUE,4094.79
10/19/13,2790,1776.2,4566.2,Saturday,TRUE,4566.2
10/20/13,6433,3361.39,9794.39,Sunday,TRUE,9794.39
10/21/13,1761,813.29,2574.29,Monday,TRUE,2574.29
10/22/13,1996,997.54,2993.54,Tuesday,TRUE,2993.54
10/23/13,1859,629.3,2488.3,Wednesday,TRUE,2488.3
10/24/13,1906,617.21,2523.21,Thursday,TRUE,2523.21
10/25/13,3042,1929.52,4971.52,Friday,TRUE,4971.52
10/26/13,3794,1802.6,5596.6,Saturday,TRUE,5596.6
10/27/13,6064,2445.83,8509.83,Sunday,TRUE,8509.83
10/28/13,1751,749.06,2500.06,Monday,TRUE,2500.06
10/29/13,1792,636.29,2428.29,Tuesday,TRUE,2428.29
10/30/13,1424,402.93,1826.93,Wednesday,TRUE,1826.93
10/31/13,2012,867.93,2879.93,Thursday,TRUE,2879.93
11/01/13,2648,1494.08,4142.08,Friday,TRUE,4142.08
11/02/13,3573,1887.11,5460.11,Saturday,TRUE,5460.11
11/03/13,5236,2426.05,7662.05,Sunday,TRUE,7662.05
11/04/13,2361,755.26,3116.26,Monday,TRUE,3116.26
11/05/13,2385,908.37,3293.37,Tuesday,TRUE,3293.37
11/06/13,2348,844.4,3192.4,Wednesday,TRUE,3192.4
11/07/13,1852,1057.79,2909.79,Thursday,TRUE,2909.79
11/08/13,2538,1150.84,3688.84,Friday,TRUE,3688.84
11/09/13,3526,2105.92,5631.92,Saturday,TRUE,5631.92
11/10/13,5872,2589.63,8461.63,Sunday,TRUE,8461.63
11/11/13,1799,1018.31,2817.31,Monday,TRUE,2817.31
11/12/13,1515,718.38,2233.38,Tuesday,TRUE,2233.38
11/13/13,1581,980.76,2561.76,Wednesday,TRUE,2561.76
11/14/13,2124,827.55,2951.55,Thursday,TRUE,2951.55
11/15/13,2601,2206.35,4807.35,Friday,TRUE,4807.35
11/16/13,3833,3807.26,7640.26,Saturday,TRUE,7640.26
11/17/13,6201,4215.05,10416.05,Sunday,TRUE,10416.05
11/18/13,2239,1025.36,3264.36,Monday,TRUE,3264.36
11/19/13,1774,639.09,2413.09,Tuesday,TRUE,2413.09
11/20/13,1927,811.44,2738.44,Wednesday,TRUE,2738.44
11/21/13,1808,624.77,2432.77,Thursday,TRUE,2432.77
11/22/13,2603,1455.88,4058.88,Friday,TRUE,4058.88
11/23/13,3172,1615.12,4787.12,Saturday,TRUE,4787.12
11/24/13,6685,3560.33,10245.33,Sunday,TRUE,10245.33
11/25/13,1762,871.3,2633.3,Monday,TRUE,2633.3
11/26/13,2160,997.43,3157.43,Tuesday,TRUE,3157.43
11/27/13,2176,1104.19,3280.19,Wednesday,TRUE,3280.19
11/28/13,1351,780.23,2131.23,Thursday,TRUE,2131.23
11/29/13,2569,1304.37,3873.37,Friday,TRUE,3873.37
11/30/13,4617,1939.76,6556.76,Saturday,TRUE,6556.76
12/01/13,6300,3437.76,9737.76,Sunday,TRUE,9737.76
12/02/13,2134,740.34,2874.34,Monday,TRUE,2874.34
12/03/13,2140,1007.62,3147.62,Tuesday,TRUE,3147.62
12/04/13,2078,813.45,2891.45,Wednesday,TRUE,2891.45
12/05/13,2179,672,2851,Thursday,TRUE,2851
12/06/13,3179,1820.78,4999.78,Friday,TRUE,4999.78
12/07/13,4620,1546.21,6166.21,Saturday,TRUE,6166.21
12/08/13,6923,2909.92,9832.92,Sunday,TRUE,9832.92
12/09/13,2072,730.72,2802.72,Monday,TRUE,2802.72
12/10/13,1912,810.28,2722.28,Tuesday,TRUE,2722.28
12/11/13,2476,1117.16,3593.16,Wednesday,TRUE,3593.16
12/12/13,2229,1078.04,3307.04,Thursday,TRUE,3307.04
12/13/13,2868,1691.43,4559.43,Friday,TRUE,4559.43
12/14/13,4620,2430.86,7050.86,Saturday,TRUE,7050.86
12/15/13,5304,2924.82,8228.82,Sunday,TRUE,8228.82
12/16/13,1754,962.01,2716.01,Monday,TRUE,2716.01
12/17/13,2677,1062.42,3739.42,Tuesday,TRUE,3739.42
12/18/13,2779,945.25,3724.25,Wednesday,TRUE,3724.25
12/19/13,2301,798.05,3099.05,Thursday,TRUE,3099.05
12/20/13,2733,1743.31,4476.31,Friday,TRUE,4476.31
12/21/13,4093,2166.07,6259.07,Saturday,TRUE,6259.07
12/22/13,6916,3219.51,10135.51,Sunday,TRUE,10135.51
12/23/13,2855,1289.98,4144.98,Monday,TRUE,4144.98
12/24/13,1346,716.26,2062.26,Tuesday,TRUE,2062.26
12/25/13,1362,1059.88,2421.88,Wednesday,TRUE,2421.88
12/26/13,2244,1430.35,3674.35,Thursday,TRUE,3674.35
12/27/13,2492,1456.43,3948.43,Friday,TRUE,3948.43
12/28/13,3737,1975.74,5712.74,Saturday,TRUE,5712.74
12/29/13,6170,2895.02,9065.02,Sunday,TRUE,9065.02
12/30/13,2280,1380.21,3660.21,Monday,TRUE,3660.21
12/31/13,,1890,Tuesday,FALSE,0,
01/01/14,2058,1574.82,3632.82,Wednesday,TRUE,3632.82
01/02/14,2114,889.97,3003.97,Thursday,TRUE,3003.97
01/03/14,2429,1599.47,4028.47,Friday,TRUE,4028.47
01/04/14,3780,2324.17,6104.17,Saturday,TRUE,6104.17
01/05/14,5616,2961.65,8577.65,Sunday,TRUE,8577.65
01/06/14,2488,859.25,3347.25,Monday,TRUE,3347.25
01/07/14,1785,953.56,2738.56,Tuesday,TRUE,2738.56
01/08/14,1993,708.89,2701.89,Wednesday,TRUE,2701.89
01/09/14,2038,705.12,2743.12,Thursday,TRUE,2743.12
01/10/14,2300,1231.84,3531.84,Friday,TRUE,3531.84
01/11/14,2850,1587.1,4437.1,Saturday,TRUE,4437.1
01/12/14,5061,2270.19,7331.19,Sunday,TRUE,7331.19
01/13/14,2066,1432.89,3498.89,Monday,TRUE,3498.89
01/14/14,1632,874.76,2506.76,Tuesday,TRUE,2506.76
01/15/14,2082,763.14,2845.14,Wednesday,TRUE,2845.14
01/16/14,1782,693.88,2475.88,Thursday,TRUE,2475.88
01/17/14,2410,1921.13,4331.13,Friday,TRUE,4331.13
01/18/14,3107,2326.09,5433.09,Saturday,TRUE,5433.09
01/19/14,5429,2866.02,8295.02,Sunday,TRUE,8295.02
01/20/14,2102,1244.81,3346.81,Monday,TRUE,3346.81
01/21/14,1600,1124.45,2724.45,Tuesday,TRUE,2724.45
01/22/14,1804,798.78,2602.78,Wednesday,TRUE,2602.78
01/23/14,1968,1019.73,2987.73,Thursday,TRUE,2987.73
01/24/14,2052,1471.51,3523.51,Friday,TRUE,3523.51
01/25/14,3770,1716.82,5486.82,Saturday,TRUE,5486.82
01/26/14,5338,3526.59,8864.59,Sunday,TRUE,8864.59
01/27/14,1382,517.93,1899.93,Monday,TRUE,1899.93
01/28/14,1684,806.69,2490.69,Tuesday,TRUE,2490.69
01/29/14,2018,752.33,2770.33,Wednesday,TRUE,2770.33
01/30/14,1649,770.65,2419.65,Thursday,TRUE,2419.65
01/31/14,3013,2217.55,5230.55,Friday,TRUE,5230.55
02/01/14,3679,2194.78,5873.78,Saturday,TRUE,5873.78
02/02/14,4964,2422.81,7386.81,Sunday,TRUE,7386.81
02/03/14,2388,973.87,3361.87,Monday,TRUE,3361.87
02/04/14,1751,714.69,2465.69,Tuesday,TRUE,2465.69
02/05/14,2448,956.81,3404.81,Wednesday,TRUE,3404.81
02/06/14,1929,906.98,2835.98,Thursday,TRUE,2835.98
02/07/14,2637,1545.35,4182.35,Friday,TRUE,4182.35
02/08/14,4216,3033.92,7249.92,Saturday,TRUE,7249.92
02/09/14,7106,3710.29,10816.29,Sunday,TRUE,10816.29
02/10/14,2153,808.9,2961.9,Monday,TRUE,2961.9
02/11/14,2059,1094.65,3153.65,Tuesday,TRUE,3153.65
02/12/14,2188,1314.01,3502.01,Wednesday,TRUE,3502.01
02/13/14,2454,1320.22,3774.22,Thursday,TRUE,3774.22
02/14/14,5432,2629.7,8061.7,Friday,TRUE,8061.7
02/15/14,3924,1952.24,5876.24,Saturday,TRUE,5876.24
02/16/14,6676,5525.71,12201.71,Sunday,TRUE,12201.71
02/17/14,2089,1086.69,3175.69,Monday,TRUE,3175.69
02/18/14,1853,917.72,2770.72,Tuesday,TRUE,2770.72
02/19/14,2193,921.43,3114.43,Wednesday,TRUE,3114.43
02/20/14,2147,1128.19,3275.19,Thursday,TRUE,3275.19
02/21/14,2520,1503.95,4023.95,Friday,TRUE,4023.95
02/22/14,3571,2358.92,5929.92,Saturday,TRUE,5929.92
02/23/14,6773,4264.11,11037.11,Sunday,TRUE,11037.11
02/24/14,1879,1123.03,3002.03,Monday,TRUE,3002.03
02/25/14,2052,711.06,2763.06,Tuesday,TRUE,2763.06
02/26/14,2299,910.71,3209.71,Wednesday,TRUE,3209.71
02/27/14,2521,932.22,3453.22,Thursday,TRUE,3453.22
02/28/14,2213,1515.74,3728.74,Friday,TRUE,3728.74
03/01/14,2239,973.49,3212.49,Saturday,TRUE,3212.49
03/02/14,7744,4268.4,12012.4,Sunday,TRUE,12012.4
03/03/14,2418,1654.81,4072.81,Monday,TRUE,4072.81
03/04/14,3364,2375.42,5739.42,Tuesday,TRUE,5739.42
03/05/14,2742,1463.56,4205.56,Wednesday,TRUE,4205.56
03/06/14,1910,1100.37,3010.37,Thursday,TRUE,3010.37
03/07/14,2739,1419.93,4158.93,Friday,TRUE,4158.93
03/08/14,4166,2605.18,6771.18,Saturday,TRUE,6771.18
03/09/14,6367,4276.3,10643.3,Sunday,TRUE,10643.3
03/10/14,2325,752.21,3077.21,Monday,TRUE,3077.21
03/11/14,2199,1060.87,3259.87,Tuesday,TRUE,3259.87
03/12/14,2210,1202.94,3412.94,Wednesday,TRUE,3412.94
03/13/14,2387,1135.94,3522.94,Thursday,TRUE,3522.94
03/14/14,3747,2039.08,5786.08,Friday,TRUE,5786.08
03/15/14,3887,2244.79,6131.79,Saturday,TRUE,6131.79
03/16/14,6598,3778.65,10376.65,Sunday,TRUE,10376.65
03/17/14,2722,1213.05,3935.05,Monday,TRUE,3935.05
03/18/14,1840,1161.68,3001.68,Tuesday,TRUE,3001.68
03/19/14,2673,1086.37,3759.37,Wednesday,TRUE,3759.37
03/20/14,2518,1163.4,3681.4,Thursday,TRUE,3681.4
03/21/14,3200,1740.43,4940.43,Friday,TRUE,4940.43
03/22/14,3266,2004.06,5270.06,Saturday,TRUE,5270.06
03/23/14,6622,4782.35,11404.35,Sunday,TRUE,11404.35
03/24/14,1996,988.44,2984.44,Monday,TRUE,2984.44
03/25/14,2184,1205.68,3389.68,Tuesday,TRUE,3389.68
03/26/14,1584,1028.32,2612.32,Wednesday,TRUE,2612.32
03/27/14,1982,1536.36,3518.36,Thursday,TRUE,3518.36
03/28/14,3466,1786.67,5252.67,Friday,TRUE,5252.67
03/29/14,4752,2227.31,6979.31,Saturday,TRUE,6979.31
03/30/14,6710,4821.48,11531.48,Sunday,TRUE,11531.48
03/31/14,1538,1391.11,2929.11,Monday,TRUE,2929.11
04/01/14,2292,1058.99,3350.99,Tuesday,TRUE,3350.99
04/02/14,2652,937.47,3589.47,Wednesday,TRUE,3589.47
04/03/14,2813,1059.81,3872.81,Thursday,TRUE,3872.81
04/04/14,2844,2051.14,4895.14,Friday,TRUE,4895.14
04/05/14,3251,2117.73,5368.73,Saturday,TRUE,5368.73
04/06/14,8024,4054.07,12078.07,Sunday,TRUE,12078.07
04/07/14,1843,1132.81,2975.81,Monday,TRUE,2975.81
04/08/14,1792,1616.64,3408.64,Tuesday,TRUE,3408.64
04/09/14,2246,1040.24,3286.24,Wednesday,TRUE,3286.24
04/10/14,2468,1082.05,3550.05,Thursday,TRUE,3550.05
04/11/14,2556,1883.17,4439.17,Friday,TRUE,4439.17
04/12/14,3695,2152.37,5847.37,Saturday,TRUE,5847.37
04/13/14,6947,3979.3,10926.3,Sunday,TRUE,10926.3
04/14/14,2347,1567.18,3914.18,Monday,TRUE,3914.18
04/15/14,2918,1308.74,4226.74,Tuesday,TRUE,4226.74
04/16/14,4557,2557.6,7114.6,Wednesday,TRUE,7114.6
04/17/14,1993,1081.45,3074.45,Thursday,TRUE,3074.45
04/18/14,2461,786.16,3247.16,Friday,TRUE,3247.16
04/19/14,4342,2057.87,6399.87,Saturday,TRUE,6399.87
04/20/14,6129,4420.49,10549.49,Sunday,TRUE,10549.49
04/21/14,1862,508.94,2370.94,Monday,TRUE,2370.94
04/22/14,2476,996.04,3472.04,Tuesday,TRUE,3472.04
04/23/14,2055,1338.63,3393.63,Wednesday,TRUE,3393.63
04/24/14,2613,907.55,3520.55,Thursday,TRUE,3520.55
04/25/14,2706,1648.86,4354.86,Friday,TRUE,4354.86
04/26/14,3832,2458.11,6290.11,Saturday,TRUE,6290.11
04/27/14,7189,4818.31,12007.31,Sunday,TRUE,12007.31
04/28/14,2003,1176.18,3179.18,Monday,TRUE,3179.18
04/29/14,1944,1019.59,2963.59,Tuesday,TRUE,2963.59
04/30/14,2187,890.89,3077.89,Wednesday,TRUE,3077.89
05/01/14,2831,1172.4,4003.4,Thursday,TRUE,4003.4
05/02/14,2912,1540.21,4452.21,Friday,TRUE,4452.21
05/03/14,4529,2507.73,7036.73,Saturday,TRUE,7036.73
05/04/14,6929,3006.65,9935.65,Sunday,TRUE,9935.65
05/05/14,2554,899.37,3453.37,Monday,TRUE,3453.37
05/06/14,2082,971.58,3053.58,Tuesday,TRUE,3053.58
05/07/14,2339,986.86,3325.86,Wednesday,TRUE,3325.86
05/08/14,2267,1115.41,3382.41,Thursday,TRUE,3382.41
05/09/14,3218,2269.51,5487.51,Friday,TRUE,5487.51
05/10/14,7113,5223.52,12336.52,Saturday,TRUE,12336.52
05/11/14,6964,5734.15,12698.15,Sunday,TRUE,12698.15
05/12/14,2251,2236.77,4487.77,Monday,TRUE,4487.77
05/13/14,1710,707.37,2417.37,Tuesday,TRUE,2417.37
05/14/14,2269,965.78,3234.78,Wednesday,TRUE,3234.78
05/15/14,2296,1123.72,3419.72,Thursday,TRUE,3419.72
05/16/14,3197,1811.53,5008.53,Friday,TRUE,5008.53
05/17/14,3943,2602.82,6545.82,Saturday,TRUE,6545.82
05/18/14,6144,3828.91,9972.91,Sunday,TRUE,9972.91
05/19/14,2123,977.31,3100.31,Monday,TRUE,3100.31
05/20/14,2243,1305.61,3548.61,Tuesday,TRUE,3548.61
05/21/14,2030,1377.18,3407.18,Wednesday,TRUE,3407.18
05/22/14,1830,1382.3,3212.3,Thursday,TRUE,3212.3
05/23/14,3086,1895.87,4981.87,Friday,TRUE,4981.87
